dia_semana;uf;br;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;condicao_metereologica;pessoas;mortos;feridos;veiculos
sabado;SC;116;CORREIA PINTO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
sabado;SC;470;BLUMENAU;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sabado;SC;280;SAO BENTO DO SUL;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Plena Noite;Chuva;4;0;4;1
sabado;SC;282;LAGES;Transitar na contramao;Colisao frontal;Com Vitimas Fatais;Plena Noite;Ceu Claro;3;1;2;2
sabado;SC;101;LAGUNA;Ingestao de alcool pelo condutor;Colisao traseira;Sem Vitimas;Plena Noite;Nublado;3;0;0;2
sabado;SC;280;CANOINHAS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
sabado;SC;282;CAMPOS NOVOS;Mal subito do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
domingo;SC;280;JARAGUA DO SUL;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;2;0;1;1
domingo;SC;101;ITAPEMA;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;4;0;2;2
sabado;SC;470;APIUNA;Velocidade Incompativel;Colisao lateral sentido oposto;Com Vitimas Feridas;Anoitecer;Garoa/Chuvisco;4;0;3;2
domingo;SC;280;GUARAMIRIM;Demais falhas na via;Colisao traseira;Com Vitimas Feridas;Amanhecer;Nublado;2;0;1;2
domingo;SC;282;PARAISO;Ausencia de reacao do condutor;Colisao lateral sentido oposto;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
domingo;SC;282;FLORIANOPOLIS;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;1
domingo;SC;282;ALFREDO WAGNER;Ingestao de alcool pelo condutor;Colisao lateral sentido oposto;Sem Vitimas;Pleno dia;Garoa/Chuvisco;2;0;0;2
domingo;SC;101;SAO JOSE;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;3;0;2;2
domingo;SC;470;POUSO REDONDO;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;1
domingo;SC;116;ITAIOPOLIS;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;3;3
domingo;SC;116;SAO CRISTOVAO DO SUL;Carga excessiva e/ou mal acondicionada;Tombamento;Sem Vitimas;Pleno dia;Nublado;1;0;0;1
domingo;SC;101;PORTO BELO;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
domingo;SC;470;RIO DO SUL;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
domingo;SC;470;IBIRAMA;Pista Escorregadia;Capotamento;Com Vitimas Feridas;Pleno dia;Chuva;3;0;2;1
domingo;SC;280;MAFRA;Ausencia de reacao do condutor;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;1
domingo;SC;282;PALHOCA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;3
domingo;SC;282;LAGES;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Anoitecer;Ceu Claro;3;0;0;2
domingo;SC;280;JARAGUA DO SUL;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;5;0;1;3
domingo;SC;280;ARAQUARI;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;3;0;1;2
domingo;SC;101;LAGUNA;Chuva;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
domingo;SC;101;BALNEARIO CAMBORIU;Reacao tardia ou ineficiente do condutor;Colisao transversal;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
segunda-feira;SC;282;PONTE SERRADA;Pista Escorregadia;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;1
segunda-feira;SC;101;PAULO LOPES;Acumulo de agua sobre o pavimento;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Chuva;3;0;1;1
segunda-feira;SC;101;PENHA;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Amanhecer;Ceu Claro;3;0;1;2
domingo;SC;280;MAFRA;Demais falhas mecanicas ou eletricas;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
segunda-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;2;0;1;2
segunda-feira;SC;282;SAUDADES;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;2
segunda-feira;SC;101;BIGUACU;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
segunda-feira;SC;163;SAO MIGUEL DO OESTE;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quarta-feira;SC;470;APIUNA;Mal subito do condutor;Colisao lateral sentido oposto;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
segunda-feira;SC;470;CURITIBANOS;Transitar na contramao;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nevoeiro/Neblina;2;0;1;2
segunda-feira;SC;282;IRANI;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;2;2
segunda-feira;SC;101;ITAPEMA;Velocidade Incompativel;Colisao traseira;Com Vitimas Fatais;Pleno dia;Ceu Claro;2;1;0;2
domingo;SC;470;PONTE ALTA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Amanhecer;Ignorado;1;0;1;1
segunda-feira;SC;282;CORDILHEIRA ALTA;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;6;0;1;6
segunda-feira;SC;480;CHAPECO;Desrespeitar a preferencia no cruzamento;Colisao frontal;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;3;2
segunda-feira;SC;116;MAFRA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;163;GUARACIABA;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
segunda-feira;SC;470;BLUMENAU;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
segunda-feira;SC;470;INDAIAL;Velocidade Incompativel;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
segunda-feira;SC;116;MAFRA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
segunda-feira;SC;480;CHAPECO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
segunda-feira;SC;280;GUARAMIRIM;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;3;0;1;2
terca-feira;SC;101;PALHOCA;Manobra de mudanca de faixa;Tombamento;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
terca-feira;SC;282;SANTO AMARO DA IMPERATRIZ;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
terca-feira;SC;282;FLORIANOPOLIS;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Pleno dia;Ceu Claro;3;0;0;3
terca-feira;SC;116;SANTA CECILIA;Velocidade Incompativel;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
terca-feira;SC;101;JOINVILLE;Manobra de mudanca de faixa;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sabado;SC;101;ITAJAI;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;470;RIO DO SUL;Deficiencia do Sistema de Iluminacao/Sinalizacao;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
terca-feira;SC;101;PESCARIA BRAVA;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;3;0;3;1
terca-feira;SC;470;AGRONOMICA;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;2;3
terca-feira;SC;282;PALHOCA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
terca-feira;SC;280;ARAQUARI;Reacao tardia ou ineficiente do condutor;Colisao transversal;Sem Vitimas;Anoitecer;Garoa/Chuvisco;2;0;0;2
terca-feira;SC;101;SAO JOSE;Trafegar com motocicleta (ou similar) entre as faixas;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
terca-feira;SC;282;PALHOCA;Reacao tardia ou ineficiente do condutor;Colisao lateral sentido oposto;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
terca-feira;SC;101;ARARANGUA;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;1;0;1;1
terca-feira;SC;101;BARRA VELHA;Demais falhas mecanicas ou eletricas;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;1
terca-feira;SC;470;BLUMENAU;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;2
terca-feira;SC;280;PORTO UNIAO;Acessar a via sem observar a presenca dos outros veiculos;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;1
terca-feira;SC;116;PONTE ALTA;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;2;2
terca-feira;SC;282;XANXERE;Reacao tardia ou ineficiente do condutor;Colisao com objeto;Sem Vitimas;Pleno dia;Sol;1;0;0;1
terca-feira;SC;280;RIO NEGRINHO;Velocidade Incompativel;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;2;1
sabado;SC;101;BIGUACU;Acumulo de oleo sobre o pavimento;Engavetamento;Com Vitimas Feridas;Pleno dia;Sol;9;0;4;6
terca-feira;SC;101;GARUVA;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
terca-feira;SC;282;FLORIANOPOLIS;Ingestao de alcool pelo condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Chuva;2;0;1;2
quarta-feira;SC;101;ITAJAI;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
quarta-feira;SC;101;GOVERNADOR CELSO RAMOS;Acumulo de agua sobre o pavimento;Tombamento;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
segunda-feira;SC;280;GUARAMIRIM;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Fatais;Pleno dia;Ceu Claro;3;1;0;2
quarta-feira;SC;280;SAO BENTO DO SUL;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Fatais;Amanhecer;Garoa/Chuvisco;3;2;1;1
quarta-feira;SC;101;LAGUNA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Chuva;2;0;1;2
quarta-feira;SC;101;PALHOCA;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
quarta-feira;SC;101;BIGUACU;Pista Escorregadia;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Garoa/Chuvisco;1;0;1;1
quarta-feira;SC;101;LAGUNA;Acumulo de agua sobre o pavimento;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;1
quarta-feira;SC;101;ICARA;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Chuva;1;0;1;1
quarta-feira;SC;101;BIGUACU;Pista Escorregadia;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quarta-feira;SC;101;BIGUACU;Demais falhas mecanicas ou eletricas;Colisao traseira;Sem Vitimas;Pleno dia;Nublado;2;0;0;2
quarta-feira;SC;101;JOINVILLE;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Pleno dia;Nublado;1;0;1;1
quarta-feira;SC;280;RIO NEGRINHO;Velocidade Incompativel;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
quarta-feira;SC;101;JOINVILLE;Manobra de mudanca de faixa;Colisao com objeto;Com Vitimas Feridas;Anoitecer;Ceu Claro;2;0;2;1
quarta-feira;SC;163;GUARACIABA;Ultrapassagem Indevida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Sol;3;0;1;2
quarta-feira;SC;101;CRICIUMA;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Chuva;2;0;2;2
quarta-feira;SC;282;FAXINAL DOS GUEDES;Ausencia de reacao do condutor;Saida de leito carrocavel;Com Vitimas Fatais;Plena Noite;Ceu Claro;1;1;0;1
quarta-feira;SC;101;BALNEARIO CAMBORIU;Acumulo de agua sobre o pavimento;Tombamento;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
quarta-feira;SC;280;ARAQUARI;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Plena Noite;Chuva;2;0;2;2
quarta-feira;SC;470;IBIRAMA;Reacao tardia ou ineficiente do condutor;Capotamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;2;1
quinta-feira;SC;101;JOINVILLE;Velocidade Incompativel;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Garoa/Chuvisco;1;0;1;1
quinta-feira;SC;101;PALHOCA;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
quinta-feira;SC;282;BOM RETIRO;Condutor Dormindo;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;1
quinta-feira;SC;282;ALFREDO WAGNER;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;2;0;0;1
quinta-feira;SC;101;SAO JOSE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;470;RIO DO SUL;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
quinta-feira;SC;101;ITAPEMA;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
quinta-feira;SC;101;TUBARAO;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
quinta-feira;SC;282;ERVAL VELHO;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
quinta-feira;SC;282;JOACABA;Acumulo de oleo sobre o pavimento;Tombamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;1;0;1;1
quinta-feira;SC;282;XANXERE;Estacionar ou parar em local proibido;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;2
sexta-feira;SC;101;CAMBORIU;Ingestao de alcool pelo condutor;Colisao com objeto;Sem Vitimas;Plena Noite;Nublado;1;0;0;1
sexta-feira;SC;280;GUARAMIRIM;Carga excessiva e/ou mal acondicionada;Tombamento;Sem Vitimas;Amanhecer;Nublado;1;0;0;1
quinta-feira;SC;282;FAXINAL DOS GUEDES;Ingestao de alcool pelo condutor;Colisao lateral mesmo sentido;Sem Vitimas;Plena Noite;Ceu Claro;3;0;0;2
sexta-feira;SC;101;SANGAO;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
sexta-feira;SC;101;ITAJAI;Demais falhas mecanicas ou eletricas;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
sexta-feira;SC;101;BALNEARIO CAMBORIU;Ausencia de reacao do condutor;Saida de leito carrocavel;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
sexta-feira;SC;163;SAO MIGUEL DO OESTE;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;2;1
sexta-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;2
sexta-feira;SC;163;SAO MIGUEL DO OESTE;Transitar na contramao;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sexta-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;2;0;1;2
sexta-feira;SC;280;CORUPA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;1
sexta-feira;SC;101;PAULO LOPES;Animais na Pista;Tombamento;Com Vitimas Feridas;Anoitecer;Ceu Claro;1;0;1;1
sexta-feira;SC;101;PALHOCA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sexta-feira;SC;470;IBIRAMA;Ultrapassagem Indevida;Colisao lateral sentido oposto;Com Vitimas Feridas;Anoitecer;Nublado;4;0;2;3
sexta-feira;SC;470;INDAIAL;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
sexta-feira;SC;101;BIGUACU;Avarias e/ou desgaste excessivo no pneu;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Chuva;1;0;1;1
sexta-feira;SC;101;BIGUACU;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sexta-feira;SC;282;PARAISO;Ingestao de alcool pelo condutor;Colisao frontal;Com Vitimas Feridas;Anoitecer;Ceu Claro;3;0;1;2
sexta-feira;SC;282;JOACABA;Velocidade Incompativel;Colisao lateral sentido oposto;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sexta-feira;SC;470;NAVEGANTES;Iluminacao deficiente;Queda de ocupante de veiculo;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;2;2
sexta-feira;SC;101;LAGUNA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sabado;SC;101;SAO JOSE;Reacao tardia ou ineficiente do condutor;Engavetamento;Sem Vitimas;Pleno dia;Sol;4;0;0;4
sabado;SC;282;CAMPOS NOVOS;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
sabado;SC;470;BLUMENAU;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Plena Noite;Ceu Claro;4;0;2;2
sabado;SC;280;GUARAMIRIM;Ultrapassagem Indevida;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;2
sabado;SC;101;JOINVILLE;Reacao tardia ou ineficiente do condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;2;1
sabado;SC;101;PALHOCA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;3;0;2;2
sabado;SC;101;BALNEARIO CAMBORIU;Condutor deixou de manter distancia do veiculo da frente;Tombamento;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
sabado;SC;101;ARAQUARI;Reacao tardia ou ineficiente do condutor;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;5;0;0;3
sabado;SC;470;IBIRAMA;Ingestao de alcool pelo condutor;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;1;0;1;1
sabado;SC;101;SANGAO;Ingestao de alcool pelo condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Ceu Claro;3;0;1;1
sabado;SC;101;SAO JOSE;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
sabado;SC;282;VARGEM BONITA;Ingestao de alcool pelo condutor;Colisao lateral sentido oposto;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
sabado;SC;101;JOINVILLE;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;2;0;2;2
domingo;SC;470;RIO DO SUL;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Plena Noite;Ceu Claro;2;0;0;2
domingo;SC;282;PALHOCA;Ausencia de reacao do condutor;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;1
domingo;SC;101;SAO JOSE;Ingestao de alcool pelo condutor;Colisao com objeto;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
domingo;SC;101;PALHOCA;Acesso irregular;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
sabado;SC;153;VARGEM BONITA;Velocidade Incompativel;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite;Ceu Claro;4;0;3;1
sabado;SC;470;APIUNA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;2;1
sabado;SC;470;RIO DO SUL;Ingestao de alcool pelo condutor;Colisao com objeto;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
domingo;SC;282;CORDILHEIRA ALTA;Condutor Dormindo;Colisao frontal;Com Vitimas Feridas;Pleno dia;Nublado;3;0;1;3
domingo;SC;101;ITAJAI;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;2;2
domingo;SC;153;IRANI;Desrespeitar a preferencia no cruzamento;Colisao transversal;Com Vitimas Feridas;Pleno dia;Nublado;3;0;2;2
domingo;SC;282;PONTE SERRADA;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;2;0;1;2
domingo;SC;101;PALHOCA;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Nublado;6;0;5;2
domingo;SC;280;RIO NEGRINHO;Ausencia de reacao do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
domingo;SC;101;JOINVILLE;Velocidade Incompativel;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;4;0;2;2
domingo;SC;282;PALHOCA;Ingestao de alcool pelo condutor;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
domingo;SC;101;SAO JOSE;Ingestao de alcool pelo condutor;Colisao traseira;Sem Vitimas;Anoitecer;Chuva;2;0;0;2
domingo;SC;282;SAO JOSE;Ausencia de reacao do condutor;Colisao com objeto;Com Vitimas Feridas;Plena Noite;Nublado;6;0;5;1
domingo;SC;470;GASPAR;Reacao tardia ou ineficiente do condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite;Nublado;3;0;1;2
domingo;SC;101;ICARA;Ingestao de alcool pelo condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
segunda-feira;SC;101;BIGUACU;Velocidade Incompativel;Saida de leito carrocavel;Sem Vitimas;Plena Noite;Ceu Claro;1;0;0;1
segunda-feira;SC;101;IMBITUBA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vitimas Fatais;Plena Noite;Ceu Claro;5;1;0;2
segunda-feira;SC;282;FLORIANOPOLIS;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Ceu Claro;3;0;1;3
segunda-feira;SC;282;XANXERE;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Sol;3;0;2;2
terca-feira;SC;282;VARGEM BONITA;Velocidade Incompativel;Tombamento;Com Vitimas Feridas;Pleno dia;Ceu Claro;1;0;1;1
segunda-feira;SC;NA;SAO JOSE;Desvio temporario;Colisao lateral mesmo sentido;Sem Vitimas;Pleno dia;Ceu Claro;3;0;0;2
segunda-feira;SC;101;BARRA VELHA;Conversao proibida;Colisao transversal;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;116;SANTA CECILIA;Demais falhas mecanicas ou eletricas;Incendio;Sem Vitimas;Pleno dia;Ceu Claro;1;0;0;1
quarta-feira;SC;101;JOINVILLE;Condutor deixou de manter distancia do veiculo da frente;Engavetamento;Sem Vitimas;Pleno dia;Chuva;3;0;0;3
segunda-feira;SC;470;RIO DO SUL;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia;Sol;3;0;2;2
segunda-feira;SC;470;INDAIAL;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral sentido oposto;Com Vitimas Feridas;Pleno dia;Ceu Claro;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Anoitecer;Ceu Claro;2;0;1;2
segunda-feira;SC;101;PESCARIA BRAVA;Avarias e/ou desgaste excessivo no pneu;Saida de leito carrocavel;Com Vitimas Feridas;Pleno dia;Sol;1;0;1;1
segunda-feira;SC;101;PALHOCA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Plena Noite;Ceu Claro;2;0;1;2
segunda-feira;SC;101;SAO JOSE;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite;Nublado;1;0;1;1
sabado;SC;101;PALHOCA;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Sem Vitimas;Pleno dia;Sol;2;0;0;2
segunda-feira;SC;101;ITAJAI;Acessar a via sem observar a presenca dos outros veiculos;Colisao transversal;Com Vitimas Feridas;Plena Noite;Nublado;2;0;1;2
